DimCustomer;;;;;DimStore;;;DimProduct;;;;FactSales;;;;;;;;;;;;;
FirstName;LastName;Email;ContactNumber;LoyaltyMember;City;Province;Store;ProductName;ProductID;Category;Supplier;SaleID;OrderDate;CustomerID;UnitPrice;Quantity;DiscountPercent;TotalAmount;PaymentMethod;PaymentStatus;SalesChannel;SalesPerson;StockLevel;Promotion;OrderStatus
Kayla;Walker;kayla.walker970@gmail.com;27658681850;No;Pretoria;Gauteng;Urban Basket Pretoria;Tomatoes;P460;Produce;Urban Supply Co;S001223;2025/08/10;C1488;213.74;6;20;1025.95;Card;Paid;Online;Employee 066;108;Winter Special;Completed
Sophia;Anderson;sophia.anderson923@gmail.com;27712123086;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Detergent;P888;Household;Cape Wholesale;S001224;2025/07/18;C4715;140.47;8;5;1067.57;EFT;Paid;In-Store;Employee 048;460;;Completed
Ethan;Baker;ethan.baker248@gmail.com;27761595842;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Bread;P889;Bakery;Fresh Foods SA;S001225;2025/11/29;C6823;246.95;1;0;246.95;EFT;Paid;Online;Employee 054;496;Buy 2 Get 1;Completed
Emma;Walker;emma.walker478@gmail.com;27719030087;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Bread;P889;Bakery;National Distribution;S001226;2025/09/11;C9528;149.24;2;5;283.56;EFT;Paid;In-Store;Employee 016;415;;Completed
Sophia;Wilson;sophia.wilson791@gmail.com;27666456968;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Croissant;P937;Bakery;Cape Wholesale;S001227;2025/02/24;C9799;75.13;7;20;420.73;Card;Paid;In-Store;Employee 039;356;Buy 2 Get 1;Completed
Aiden;Naidoo;aiden.naidoo665@gmail.com;27626373553;No;Durban;KwaZulu-Natal;Urban Basket Durban;Yoghurt;P785;Dairy;Green Farms;S001228;2025/02/08;C7750;243.84;2;0;487.68;Mobile Pay;Paid;In-Store;Employee 040;208;;Completed
Emma;Thomas;emma.thomas568@gmail.com;27823239215;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Cheese;P874;Dairy;Fresh Foods SA;S001229;2025/11/03;C2524;233.02;3;10;629.15;Card;Refunded;In-Store;Employee 047;48;Buy 2 Get 1;Cancelled
Matthew;Naidoo;matthew.naidoo849@gmail.com;27713192749;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Milk;P622;Dairy;Green Farms;S001230;2025/04/29;C3992;146.6;4;0;586.4;Card;Refunded;In-Store;Employee 036;430;Loyalty Discount;Returned
Megan;Clark;megan.clark740@gmail.com;27783105180;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Paper Towels;P885;Household;Fresh Foods SA;S001231;2025/01/21;C5874;224.09;2;20;358.54;EFT;Paid;Online;Employee 054;336;Buy 2 Get 1;Completed
Mia;Young;mia.young486@gmail.com;27664550332;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Bread;P889;Bakery;Urban Supply Co;S001232;2025/01/22;C2545;28.94;1;5;27.49;Mobile Pay;Paid;Online;Employee 047;277;;Completed
Nathan;Green;nathan.green666@gmail.com;27744758315;No;Durban;KwaZulu-Natal;Urban Basket Durban;Dish Soap;P978;Household;Urban Supply Co;S001233;2025/10/19;C2343;44.17;6;15;225.27;Card;Paid;Online;Employee 003;111;Winter Special;Completed
Emma;Moore;emma.moore911@gmail.com;27633631704;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Apples;P207;Produce;Cape Wholesale;S001234;2025/04/07;C9568;145.23;5;15;617.23;Mobile Pay;Paid;Online;Employee 071;30;Weekend Saver;Completed
Jessica;King;jessica.king623@gmail.com;27831420225;No;Polokwane;Limpopo;Urban Basket Polokwane;Croissant;P937;Bakery;Cape Wholesale;S001235;2025/07/30;C6640;102.62;3;10;277.07;EFT;Paid;In-Store;Employee 035;315;;Completed
Sarah;Clark;sarah.clark186@gmail.com;27836270376;No;Polokwane;Limpopo;Urban Basket Polokwane;Butter;P178;Dairy;Cape Wholesale;S001236;2025/05/10;C1023;102.87;2;0;205.74;Cash;Paid;Online;Employee 074;416;Loyalty Discount;Completed
Sarah;Thompson;sarah.thompson250@gmail.com;27655691963;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Bread;P889;Bakery;Cape Wholesale;S001237;2025/02/06;C4782;186.86;4;15;635.32;Mobile Pay;Paid;In-Store;Employee 018;141;;Completed
Liam;Roberts;liam.roberts315@gmail.com;27628015482;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Bread;P889;Bakery;Fresh Foods SA;S001238;2025/08/17;C1225;28.97;7;0;202.79;Cash;Paid;In-Store;Employee 019;444;Buy 2 Get 1;Completed
Nicole;White;nicole.white49@gmail.com;27763932811;No;Polokwane;Limpopo;Urban Basket Polokwane;Tomatoes;P460;Produce;Cape Wholesale;S001239;2025/04/16;C8264;214.79;4;0;859.16;Mobile Pay;Paid;Online;Employee 046;445;Winter Special;Completed
Emily;Naidoo;emily.naidoo895@gmail.com;27634073616;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Butter;P178;Dairy;Urban Supply Co;S001240;2025/03/23;C1801;3.26;5;5;15.48;Card;Paid;In-Store;Employee 008;268;Buy 2 Get 1;Completed
Emily;Baker;emily.baker202@gmail.com;27734145055;No;Polokwane;Limpopo;Urban Basket Polokwane;Juice;P930;Beverages;Fresh Foods SA;S001241;2025/01/08;C3305;71.63;5;5;340.24;Mobile Pay;Paid;Online;Employee 068;300;Weekend Saver;Completed
Matthew;White;matthew.white350@gmail.com;27724418739;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Cake;P950;Bakery;Cape Wholesale;S001242;2025/05/19;C4291;210.27;5;5;998.78;Cash;Paid;In-Store;Employee 062;224;Winter Special;Completed
Isabella;Wilson;isabella.wilson299@gmail.com;27741741750;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Potatoes;P599;Produce;Green Farms;S001243;2025/07/09;C4586;29.68;3;15;75.68;EFT;Paid;In-Store;Employee 013;441;Loyalty Discount;Completed
Mia;Harris;mia.harris91@gmail.com;27786335291;No;Polokwane;Limpopo;Urban Basket Polokwane;Coffee;P665;Beverages;National Distribution;S001244;2025/05/06;C2755;224.95;4;0;899.8;Cash;Paid;In-Store;Employee 064;1;Winter Special;Completed
Sophia;King;sophia.king69@gmail.com;27665139696;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Toilet Paper;P288;Household;Green Farms;S001245;2025/02/25;C6591;121.55;1;0;121.55;EFT;Paid;In-Store;Employee 055;356;Buy 2 Get 1;Completed
Mia;Clark;mia.clark63@gmail.com;27718692930;No;Pretoria;Gauteng;Urban Basket Pretoria;Tomatoes;P460;Produce;Green Farms;S001246;2025/05/06;C2574;119.28;7;0;834.96;EFT;Pending;Online;Employee 006;182;Weekend Saver;Cancelled
Sophia;Moore;sophia.moore22@gmail.com;27746490081;Yes;Pretoria;Gauteng;Urban Basket Pretoria;Paper Towels;P885;Household;National Distribution;S001247;2025/01/09;C9079;109.13;4;10;392.87;Card;Paid;In-Store;Employee 014;458;Winter Special;Completed
Jessica;Jackson;jessica.jackson704@gmail.com;27762222939;No;Polokwane;Limpopo;Urban Basket Polokwane;Tea;P519;Beverages;Urban Supply Co;S001248;2025/02/07;C8652;134.91;7;15;802.71;Card;Paid;Online;Employee 071;367;Winter Special;Completed
Ava;Lewis;ava.lewis447@gmail.com;27793023149;No;Pretoria;Gauteng;Urban Basket Pretoria;Croissant;P937;Bakery;National Distribution;S001249;2025/07/29;C2586;65.97;1;10;59.37;Card;Paid;Online;Employee 036;455;Weekend Saver;Completed
Lucas;Harris;lucas.harris708@gmail.com;27722913665;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Cheese;P874;Dairy;Urban Supply Co;S001250;2025/11/03;C2946;201.84;2;20;322.94;Cash;Paid;In-Store;Employee 006;352;Buy 2 Get 1;Completed
Nathan;White;nathan.white587@gmail.com;27799667543;No;Durban;KwaZulu-Natal;Urban Basket Durban;Water;P667;Beverages;Green Farms;S001251;2025/02/15;C4544;222.15;7;0;1555.05;Cash;Paid;Online;Employee 074;0;Weekend Saver;Completed
Joshua;Baker;joshua.baker634@gmail.com;27728109382;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Butter;P178;Dairy;Cape Wholesale;S001252;2025/10/20;C3691;185.38;1;15;157.57;Card;Paid;In-Store;Employee 036;88;Winter Special;Completed
Ava;Harris;ava.harris601@gmail.com;27687101113;No;Cape Town;Western Cape;Urban Basket Cape Town;Muffins;P914;Bakery;National Distribution;S001253;2025/02/01;C4425;35.33;4;5;134.25;Mobile Pay;Paid;In-Store;Employee 029;68;;Completed
Mia;Nel;mia.nel732@gmail.com;27647374400;No;Pretoria;Gauteng;Urban Basket Pretoria;Yoghurt;P785;Dairy;Fresh Foods SA;S001254;2025/03/23;C8074;172.76;3;20;414.62;Mobile Pay;Paid;In-Store;Employee 049;87;Buy 2 Get 1;Completed
Grace;Brown;grace.brown401@gmail.com;27666406254;No;Durban;KwaZulu-Natal;Urban Basket Durban;Apples;P207;Produce;Cape Wholesale;S001255;2025/08/01;C2389;54.92;3;0;164.76;Card;Paid;In-Store;Employee 056;358;Winter Special;Completed
Nathan;Naidoo;nathan.naidoo834@gmail.com;27792174966;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Bananas;P701;Produce;Green Farms;S001256;2025/03/30;C9730;238.52;4;5;906.38;Mobile Pay;Paid;Online;Employee 036;133;Loyalty Discount;Completed
Joshua;Baker;joshua.baker72@gmail.com;27664121303;No;Cape Town;Western Cape;Urban Basket Cape Town;Cake;P950;Bakery;Fresh Foods SA;S001257;2025/02/16;C5842;193.71;7;5;1288.17;Card;Paid;Online;Employee 017;117;Loyalty Discount;Completed
Liam;Anderson;liam.anderson470@gmail.com;27657807563;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Bananas;P701;Produce;National Distribution;S001258;2025/03/06;C1865;135.91;3;0;407.73;Cash;Paid;In-Store;Employee 007;439;Loyalty Discount;Completed
Zoe;Davis;zoe.davis874@gmail.com;27664063632;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Bread;P889;Bakery;Fresh Foods SA;S001259;2025/10/09;C6556;66.77;2;0;133.54;Cash;Paid;In-Store;Employee 023;218;Weekend Saver;Completed
Sophia;Jones;sophia.jones968@gmail.com;27832177676;No;Durban;KwaZulu-Natal;Urban Basket Durban;Bread;P889;Bakery;Urban Supply Co;S001260;2025/08/05;C9486;157.15;3;0;471.45;Card;Paid;Online;Employee 042;84;Buy 2 Get 1;Completed
Ethan;Thompson;ethan.thompson818@gmail.com;27835297931;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Coffee;P665;Beverages;Cape Wholesale;S001261;2025/01/16;C1447;216.06;1;15;183.65;Card;Paid;In-Store;Employee 042;387;Loyalty Discount;Completed
Tyler;Green;tyler.green381@gmail.com;27658553516;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Cake;P950;Bakery;National Distribution;S001262;2025/11/28;C2609;196.45;8;10;1414.44;EFT;Paid;In-Store;Employee 008;13;Winter Special;Completed
Aiden;White;aiden.white146@gmail.com;27636995248;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Apples;P207;Produce;Cape Wholesale;S001263;2025/03/23;C9257;188.75;5;0;943.75;Card;Paid;Online;Employee 070;307;Loyalty Discount;Completed
Michael;Williams;michael.williams137@gmail.com;27792650392;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Butter;P178;Dairy;Urban Supply Co;S001264;2025/05/28;C9556;39.77;2;20;63.63;Card;Paid;In-Store;Employee 041;240;;Completed
Ethan;Clark;ethan.clark96@gmail.com;27732845018;No;Polokwane;Limpopo;Urban Basket Polokwane;Apples;P207;Produce;Green Farms;S001265;2025/05/06;C1723;3.19;1;0;3.19;Mobile Pay;Refunded;In-Store;Employee 045;45;Buy 2 Get 1;Returned
Jessica;Williams;jessica.williams478@gmail.com;27665923662;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Dish Soap;P978;Household;National Distribution;S001266;2025/07/31;C7638;141.84;7;0;992.88;Cash;Paid;Online;Employee 035;116;Buy 2 Get 1;Completed
Leah;Martin;leah.martin64@gmail.com;27749952450;No;Cape Town;Western Cape;Urban Basket Cape Town;Yoghurt;P785;Dairy;Urban Supply Co;S001267;2025/01/21;C3789;183.08;7;10;1153.4;Mobile Pay;Paid;Online;Employee 007;106;Winter Special;Completed
Isabella;Jackson;isabella.jackson340@gmail.com;27621277390;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Paper Towels;P885;Household;Urban Supply Co;S001268;2025/05/18;C1278;33.63;3;0;100.89;Card;Paid;In-Store;Employee 016;129;Loyalty Discount;Completed
Megan;King;megan.king918@gmail.com;27627879593;No;Cape Town;Western Cape;Urban Basket Cape Town;Yoghurt;P785;Dairy;Cape Wholesale;S001269;2025/09/22;C3907;125.87;8;0;1006.96;Cash;Paid;In-Store;Employee 049;270;;Completed
Joshua;Nel;joshua.nel379@gmail.com;27799022469;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Muffins;P914;Bakery;National Distribution;S001270;2025/12/14;C2073;174.92;3;10;472.28;EFT;Paid;In-Store;Employee 022;292;Buy 2 Get 1;Completed
Ryan;Jackson;ryan.jackson707@gmail.com;27631178977;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Bread;P889;Bakery;Fresh Foods SA;S001271;2025/07/08;C4976;189.73;7;0;1328.11;Mobile Pay;Paid;In-Store;Employee 028;158;Buy 2 Get 1;Completed
Michael;Johnson;michael.johnson103@gmail.com;27671692682;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Water;P667;Beverages;Cape Wholesale;S001272;2025/07/11;C5777;41.28;7;20;231.17;EFT;Refunded;Online;Employee 006;206;Winter Special;Returned
Ava;Green;ava.green278@gmail.com;27601121160;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Cheese;P874;Dairy;Urban Supply Co;S001273;2025/01/12;C5814;239.91;4;15;815.69;Card;Paid;In-Store;Employee 061;157;Weekend Saver;Completed
Grace;Scott;grace.scott235@gmail.com;27683961548;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Detergent;P888;Household;Green Farms;S001274;2025/12/24;C4700;93.67;2;10;168.61;Cash;Paid;In-Store;Employee 036;371;Winter Special;Completed
Michael;Scott;michael.scott630@gmail.com;27679263140;No;Cape Town;Western Cape;Urban Basket Cape Town;Milk;P622;Dairy;Cape Wholesale;S001275;2025/05/03;C5746;248.3;1;0;248.3;Cash;Paid;Online;Employee 028;496;Buy 2 Get 1;Completed
Chloe;Clark;chloe.clark851@gmail.com;27837664298;Yes;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Paper Towels;P885;Household;Fresh Foods SA;S001276;2025/03/14;C3001;182.79;7;20;1023.62;Card;Paid;In-Store;Employee 012;364;Loyalty Discount;Completed
Jordan;White;jordan.white862@gmail.com;27605444664;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Coffee;P665;Beverages;Cape Wholesale;S001277;2025/12/14;C4254;149.35;4;15;507.79;Cash;Paid;In-Store;Employee 064;68;Weekend Saver;Completed
Matthew;Adams;matthew.adams839@gmail.com;27616082583;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Bread;P889;Bakery;Urban Supply Co;S001278;2025/11/10;C7662;181.53;1;0;181.53;Mobile Pay;Paid;In-Store;Employee 042;48;Weekend Saver;Completed
Emily;Green;emily.green312@gmail.com;27812843793;No;Polokwane;Limpopo;Urban Basket Polokwane;Detergent;P888;Household;Urban Supply Co;S001279;2025/01/16;C1174;54.15;3;0;162.45;Card;Paid;In-Store;Employee 043;57;Loyalty Discount;Completed
Noah;Lewis;noah.lewis602@gmail.com;27817676851;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Cake;P950;Bakery;Urban Supply Co;S001280;2025/05/16;C6469;160.12;8;5;1216.91;EFT;Paid;In-Store;Employee 016;469;;Completed
Daniel;Anderson;daniel.anderson487@gmail.com;27739084131;No;Pretoria;Gauteng;Urban Basket Pretoria;Tomatoes;P460;Produce;National Distribution;S001281;2025/06/09;C6665;221.76;3;0;665.28;Card;Paid;In-Store;Employee 016;327;Loyalty Discount;Completed
Grace;Scott;grace.scott235@gmail.com;27683961548;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Paper Towels;P885;Household;Urban Supply Co;S001282;2025/06/25;C4700;100.76;4;5;382.89;Card;Refunded;In-Store;Employee 018;99;Winter Special;Returned
Aiden;Young;aiden.young557@gmail.com;27666206514;Yes;Durban;KwaZulu-Natal;Urban Basket Durban;Muffins;P914;Bakery;Fresh Foods SA;S001283;2025/06/22;C2204;114.19;4;0;456.76;Mobile Pay;Paid;In-Store;Employee 010;130;;Completed
Leah;King;leah.king318@gmail.com;27761945241;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Cake;P950;Bakery;Urban Supply Co;S001284;2025/06/22;C1702;158.54;6;20;760.99;Cash;Refunded;In-Store;Employee 064;219;Weekend Saver;Returned
Chloe;Adams;chloe.adams510@gmail.com;27795209202;No;Cape Town;Western Cape;Urban Basket Cape Town;Detergent;P888;Household;Fresh Foods SA;S001285;2025/01/10;C2908;108.06;3;20;259.34;Card;Paid;Online;Employee 025;266;Winter Special;Completed
Zoe;Naidoo;zoe.naidoo375@gmail.com;27636134771;No;Polokwane;Limpopo;Urban Basket Polokwane;Apples;P207;Produce;Fresh Foods SA;S001286;2025/02/07;C1446;40.61;7;5;270.06;EFT;Refunded;Online;Employee 028;487;Winter Special;Cancelled
Chloe;Williams;chloe.williams502@gmail.com;27811503474;No;Pretoria;Gauteng;Urban Basket Pretoria;Yoghurt;P785;Dairy;National Distribution;S001287;2025/10/09;C6829;204.81;1;10;184.33;Cash;Paid;In-Store;Employee 056;55;Weekend Saver;Completed
Leah;Davis;leah.davis243@gmail.com;27665819172;Yes;Mbombela;Mpumalanga;Urban Basket Mbombela;Bananas;P701;Produce;National Distribution;S001288;2025/03/01;C4454;74.37;5;0;371.85;Cash;Paid;In-Store;Employee 039;2;Loyalty Discount;Completed
Matthew;Miller;matthew.miller968@gmail.com;27671700596;No;Pretoria;Gauteng;Urban Basket Pretoria;Yoghurt;P785;Dairy;Fresh Foods SA;S001289;2025/09/28;C4889;216.05;8;10;1555.56;Cash;Paid;Online;Employee 053;108;Winter Special;Completed
Tyler;Roberts;tyler.roberts872@gmail.com;27738597269;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Detergent;P888;Household;National Distribution;S001290;2025/12/20;C1874;167.59;2;5;318.42;Card;Paid;In-Store;Employee 007;188;Loyalty Discount;Completed
Grace;Scott;grace.scott640@gmail.com;27689595974;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Yoghurt;P785;Dairy;National Distribution;S001291;2025/05/11;C3978;179.38;1;5;170.41;Cash;Paid;In-Store;Employee 052;361;Loyalty Discount;Completed
Aiden;Harris;aiden.harris885@gmail.com;27712176261;No;Polokwane;Limpopo;Urban Basket Polokwane;Toilet Paper;P288;Household;Green Farms;S001292;2025/06/01;C5856;24.69;8;10;177.77;Cash;Paid;Online;Employee 069;296;Weekend Saver;Completed
Joshua;Botha;joshua.botha646@gmail.com;27644050102;No;Pretoria;Gauteng;Urban Basket Pretoria;Croissant;P937;Bakery;Cape Wholesale;S001293;2025/06/08;C2686;7.77;5;10;34.96;Cash;Pending;In-Store;Employee 023;55;Winter Special;Cancelled
Ryan;Harris;ryan.harris892@gmail.com;27614856292;No;Pretoria;Gauteng;Urban Basket Pretoria;Cheese;P874;Dairy;Urban Supply Co;S001294;2025/07/28;C8043;142.07;7;0;994.49;Card;Paid;Online;Employee 072;79;Weekend Saver;Completed
Sarah;Thomas;sarah.thomas821@gmail.com;27811603127;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Potatoes;P599;Produce;National Distribution;S001295;2025/06/08;C1500;45.54;8;0;364.32;Cash;Paid;In-Store;Employee 067;112;Buy 2 Get 1;Completed
Chloe;Adams;chloe.adams527@gmail.com;27832832352;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Muffins;P914;Bakery;National Distribution;S001296;2025/07/28;C1286;207.43;5;0;1037.15;Card;Paid;In-Store;Employee 019;312;Weekend Saver;Completed
Liam;Naidoo;liam.naidoo839@gmail.com;27815932492;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Dish Soap;P978;Household;National Distribution;S001297;2025/08/11;C7655;137.26;6;0;823.56;EFT;Paid;In-Store;Employee 012;195;Loyalty Discount;Completed
Olivia;Johnson;olivia.johnson32@gmail.com;27814360522;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Apples;P207;Produce;Cape Wholesale;S001298;2025/08/07;C4549;141.54;1;20;113.23;Card;Paid;Online;Employee 019;413;Loyalty Discount;Completed
Olivia;Moore;olivia.moore279@gmail.com;27672076527;Yes;Bloemfontein;Free State;Urban Basket Bloemfontein;Juice;P930;Beverages;Green Farms;S001299;2025/05/04;C4146;101.17;5;0;505.85;EFT;Paid;In-Store;Employee 066;320;;Completed
Lucas;Thomas;lucas.thomas825@gmail.com;27617059485;Yes;Durban;KwaZulu-Natal;Urban Basket Durban;Bananas;P701;Produce;Fresh Foods SA;S001300;2025/08/11;C1016;167.76;1;10;150.98;Mobile Pay;Refunded;In-Store;Employee 050;28;;Cancelled
Daniel;Baker;daniel.baker179@gmail.com;27643543117;No;Polokwane;Limpopo;Urban Basket Polokwane;Dish Soap;P978;Household;Fresh Foods SA;S001301;2025/11/10;C2229;167.91;2;20;268.66;EFT;Paid;Online;Employee 004;484;;Completed
Hannah;Martin;hannah.martin824@gmail.com;27657051024;No;Cape Town;Western Cape;Urban Basket Cape Town;Paper Towels;P885;Household;Urban Supply Co;S001302;2025/06/14;C2312;158.39;5;0;791.95;Card;Paid;In-Store;Employee 059;396;Winter Special;Completed
Noah;Nel;noah.nel535@gmail.com;27611014892;No;Pretoria;Gauteng;Urban Basket Pretoria;Toilet Paper;P288;Household;Fresh Foods SA;S001303;2025/04/23;C7736;14.95;3;0;44.85;EFT;Paid;In-Store;Employee 035;458;Weekend Saver;Completed
Ava;Moore;ava.moore717@gmail.com;27833153451;No;Mbombela;Mpumalanga;Urban Basket Mbombela;Paper Towels;P885;Household;Cape Wholesale;S001304;2025/03/13;C7401;16.9;3;5;48.16;Mobile Pay;Paid;Online;Employee 053;305;Winter Special;Completed
Megan;Lewis;megan.lewis444@gmail.com;27637813468;Yes;Cape Town;Western Cape;Urban Basket Cape Town;Detergent;P888;Household;Fresh Foods SA;S001305;2025/03/24;C9062;230.9;8;0;1847.2;Card;Paid;Online;Employee 034;203;Loyalty Discount;Completed
Sarah;Nel;sarah.nel51@gmail.com;27739227328;No;Gqeberha;Eastern Cape;Urban Basket Gqeberha;Tea;P519;Beverages;Cape Wholesale;S001306;2025/03/09;C4251;114.83;4;0;459.32;EFT;Paid;In-Store;Employee 046;103;Buy 2 Get 1;Completed
Sophia;Smith;sophia.smith775@gmail.com;27712036619;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Apples;P207;Produce;National Distribution;S001307;2025/12/14;C8606;53.22;1;0;53.22;Card;Paid;In-Store;Employee 011;83;;Completed
Ryan;Nel;ryan.nel652@gmail.com;27827956079;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Cake;P950;Bakery;Fresh Foods SA;S001308;2025/10/07;C4898;35.26;6;5;200.98;EFT;Paid;In-Store;Employee 049;97;Winter Special;Completed
Emily;White;emily.white948@gmail.com;27666765683;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Paper Towels;P885;Household;Cape Wholesale;S001309;2025/03/28;C6031;149.16;5;15;633.93;EFT;Paid;Online;Employee 007;442;Weekend Saver;Completed
Aiden;Miller;aiden.miller515@gmail.com;27637858901;No;Cape Town;Western Cape;Urban Basket Cape Town;Water;P667;Beverages;Fresh Foods SA;S001310;2025/08/20;C5512;248.74;5;0;1243.7;Cash;Paid;In-Store;Employee 033;203;Weekend Saver;Completed
Joshua;Young;joshua.young721@gmail.com;27667210011;Yes;Johannesburg;Gauteng;Urban Basket Johannesburg;Cake;P950;Bakery;Urban Supply Co;S001311;2025/01/08;C9186;229.0;3;0;687.0;Cash;Paid;In-Store;Employee 012;457;Loyalty Discount;Completed
Sophia;White;sophia.white908@gmail.com;27763328059;Yes;Durban;KwaZulu-Natal;Urban Basket Durban;Tea;P519;Beverages;Cape Wholesale;S001312;2025/06/24;C5277;44.98;7;10;283.37;Mobile Pay;Paid;Online;Employee 057;388;Weekend Saver;Completed
Aiden;Smith;aiden.smith105@gmail.com;27657586222;No;Pretoria;Gauteng;Urban Basket Pretoria;Tea;P519;Beverages;Urban Supply Co;S001313;2025/04/28;C9904;103.59;6;0;621.54;Mobile Pay;Paid;In-Store;Employee 003;402;Loyalty Discount;Completed
Jessica;Nel;jessica.nel653@gmail.com;27832570793;No;Polokwane;Limpopo;Urban Basket Polokwane;Apples;P207;Produce;National Distribution;S001314;2025/09/12;C8431;175.78;8;5;1335.93;Cash;Paid;In-Store;Employee 052;399;Winter Special;Completed
Nicole;Adams;nicole.adams982@gmail.com;27641146828;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Water;P667;Beverages;Green Farms;S001315;2025/03/29;C9857;23.38;3;20;56.11;Cash;Paid;In-Store;Employee 029;167;Winter Special;Completed
Noah;Wilson;noah.wilson649@gmail.com;27673645657;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Milk;P622;Dairy;Cape Wholesale;S001316;2025/05/16;C6489;234.42;8;15;1594.06;Mobile Pay;Paid;In-Store;Employee 073;375;;Completed
Emily;Miller;emily.miller265@gmail.com;27612947648;No;Durban;KwaZulu-Natal;Urban Basket Durban;Tea;P519;Beverages;National Distribution;S001317;2025/11/01;C6363;242.31;7;20;1356.94;Card;Paid;Online;Employee 072;273;Buy 2 Get 1;Completed
Noah;Taylor;noah.taylor884@gmail.com;27825652477;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Paper Towels;P885;Household;National Distribution;S001318;2025/01/20;C9957;238.39;1;0;238.39;EFT;Paid;Online;Employee 005;354;Winter Special;Completed
Tyler;Williams;tyler.williams792@gmail.com;27645159992;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Paper Towels;P885;Household;National Distribution;S001319;2025/11/07;C9312;162.97;5;0;814.85;EFT;Paid;Online;Employee 066;322;;Completed
Megan;Smith;megan.smith36@gmail.com;27619974686;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Yoghurt;P785;Dairy;Green Farms;S001320;2025/01/19;C8403;240.7;8;20;1540.48;Mobile Pay;Paid;In-Store;Employee 012;472;Winter Special;Completed
Isabella;Adams;isabella.adams972@gmail.com;27639244980;Yes;Polokwane;Limpopo;Urban Basket Polokwane;Potatoes;P599;Produce;Green Farms;S001321;2025/04/06;C8825;135.97;4;15;462.3;Card;Paid;In-Store;Employee 058;194;;Completed
Michael;Anderson;michael.anderson742@gmail.com;27726563047;No;Johannesburg;Gauteng;Urban Basket Johannesburg;Potatoes;P599;Produce;Urban Supply Co;S001322;2025/11/16;C9719;97.66;8;0;781.28;Mobile Pay;Paid;In-Store;Employee 065;367;Winter Special;Completed
Michael;Clark;michael.clark538@gmail.com;27711476191;No;Bloemfontein;Free State;Urban Basket Bloemfontein;Dish Soap;P978;Household;Cape Wholesale;S001323;2025/06/12;C9092;198.16;1;10;178.34;Card;Paid;Online;Employee 052;349;Winter Special;Completed
Tyler;Smith;tyler.smith776@gmail.com;27642457521;No;Cape Town;Western Cape;Urban Basket Cape Town;Milk;P622;Dairy;Fresh Foods SA;S001324;2025/06/19;C6904;96.78;7;10;609.71;Mobile Pay;Paid;Online;Employee 073;15;;Completed
